order_id,order_date,customer_id,payment_status,fulfillment_status,channel
ORD00827,2023-10-15,CUST0040,Paid,Shipped,Email
ORD00828,2023-08-14,CUST0242,Paid,Delivered,Instagram
ORD00829,2024-06-06,CUST0138,Paid,Delivered,Direct
ORD00830,2024-06-05,CUST0345,Paid,Shipped,Instagram
ORD00831,2023-09-30,CUST0180,Paid,Shipped,Instagram
ORD00832,2024-02-06,CUST0497,Paid,Shipped,Instagram
ORD00833,2023-07-02,CUST0200,Paid,Delivered,Direct
ORD00834,2024-10-26,CUST0203,Paid,Delivered,Instagram
ORD00835,2024-05-02,CUST0061,Paid,Shipped,Amazon Ads
ORD00836,2023-05-04,CUST0192,Paid,Shipped,Email
ORD00837,2024-09-17,CUST0005,Paid,Shipped,Flipkart Ads
ORD00838,2024-02-18,CUST0378,Paid,Shipped,Instagram
ORD00839,2024-12-25,CUST0237,Paid,Shipped,Instagram
ORD00840,2023-06-21,CUST0181,Paid,Shipped,Flipkart Ads
ORD00841,2023-10-15,CUST0311,Paid,Delivered,Flipkart Ads
ORD00842,2024-03-10,CUST0037,Paid,Shipped,Instagram
ORD00843,2024-11-16,CUST0056,Paid,Returned,Amazon Ads
ORD00844,2023-04-23,CUST0443,Paid,Shipped,Flipkart Ads
ORD00845,2023-05-02,CUST0237,Paid,Shipped,Email
ORD00846,2024-06-27,CUST0358,Paid,Shipped,Email
ORD00847,2023-08-10,CUST0349,Paid,Shipped,Amazon Ads
ORD00848,2024-09-22,CUST0197,Paid,Shipped,Direct
ORD00849,2023-02-08,CUST0073,Paid,Shipped,Google Ads
ORD00850,2024-05-11,CUST0059,Paid,Shipped,Amazon Ads
ORD00851,2023-08-21,CUST0240,Paid,Shipped,Instagram
ORD00852,2024-06-13,CUST0002,Paid,Shipped,Google Ads
ORD00853,2023-05-29,CUST0449,Paid,Shipped,Instagram
ORD00854,2024-02-01,CUST0360,Paid,Shipped,Email
ORD00855,2024-10-22,CUST0188,Paid,Shipped,Flipkart Ads
ORD00856,2024-09-29,CUST0307,Paid,Shipped,Instagram
ORD00857,2023-10-29,CUST0030,Paid,Shipped,Email
ORD00858,2023-12-26,CUST0267,Paid,Delivered,Amazon Ads
ORD00859,2023-08-26,CUST0476,Paid,Shipped,Instagram
ORD00860,2024-10-08,CUST0108,Paid,Shipped,Email
ORD00861,2024-10-24,CUST0332,Paid,Shipped,Flipkart Ads
ORD00862,2023-08-24,CUST0423,Paid,Shipped,Instagram
ORD00863,2023-07-22,CUST0090,Paid,Delivered,Direct
ORD00864,2023-09-13,CUST0205,Paid,Shipped,Email
ORD00865,2024-08-20,CUST0379,Paid,Shipped,Instagram
ORD00866,2024-10-23,CUST0456,Paid,Shipped,Flipkart Ads
ORD00867,2023-08-23,CUST0447,Paid,Shipped,Instagram
ORD00868,2023-12-11,CUST0448,Paid,Shipped,Instagram
ORD00869,2024-06-17,CUST0445,Paid,Shipped,Direct
ORD00870,2024-04-10,CUST0381,Paid,Shipped,Email
ORD00871,2024-06-24,CUST0438,Paid,Delivered,Google Ads
ORD00872,2023-08-01,CUST0220,Pending,Shipped,Instagram
ORD00873,2024-04-07,CUST0378,Pending,Shipped,Google Ads
ORD00874,2024-03-11,CUST0094,Paid,Shipped,Amazon Ads
ORD00875,2023-10-10,CUST0457,Paid,Shipped,Instagram
ORD00876,2024-07-15,CUST0103,Paid,Shipped,Google Ads
ORD00877,2024-08-29,CUST0223,Paid,Shipped,Amazon Ads
ORD00878,2024-04-07,CUST0186,Paid,Shipped,Direct
ORD00879,2024-02-11,CUST0469,Paid,Delivered,Email
ORD00880,2023-03-29,CUST0184,Paid,Delivered,Instagram
ORD00881,2023-02-13,CUST0495,Paid,Shipped,Email
ORD00882,2024-04-05,CUST0162,Paid,Shipped,Amazon Ads
ORD00883,2023-10-05,CUST0247,Paid,Shipped,Email
ORD00884,2024-11-13,CUST0031,Paid,Shipped,Email
ORD00885,2024-02-25,CUST0052,Paid,Shipped,Flipkart Ads
ORD00886,2024-12-01,CUST0345,Paid,Shipped,Amazon Ads
ORD00887,2023-12-19,CUST0076,Paid,Shipped,Email
ORD00888,2024-11-26,CUST0385,Paid,Shipped,Google Ads
ORD00889,2024-05-29,CUST0439,Pending,Shipped,Amazon Ads
ORD00890,2024-12-03,CUST0278,Failed,Delivered,Flipkart Ads
ORD00891,2024-09-21,CUST0040,Paid,Shipped,Instagram
ORD00892,2023-01-19,CUST0101,Paid,Shipped,Direct
ORD00893,2023-01-23,CUST0111,Paid,Shipped,Email
ORD00894,2024-02-17,CUST0385,Paid,Shipped,Google Ads
ORD00895,2023-01-30,CUST0321,Pending,Shipped,Flipkart Ads
ORD00896,2023-04-18,CUST0249,Paid,Shipped,Amazon Ads
ORD00897,2024-01-02,CUST0191,Paid,Shipped,Direct
ORD00898,2023-10-08,CUST0490,Paid,Shipped,Direct
ORD00899,2023-05-08,CUST0182,Paid,Shipped,Email
ORD00900,2023-08-17,CUST0426,Paid,Returned,Flipkart Ads
ORD00901,2023-04-21,CUST0405,Paid,Shipped,Flipkart Ads
ORD00902,2023-05-16,CUST0335,Paid,Shipped,Google Ads
ORD00903,2023-12-28,CUST0209,Paid,Shipped,Instagram
ORD00904,2023-07-05,CUST0022,Paid,Shipped,Instagram
ORD00905,2024-10-17,CUST0166,Paid,Shipped,Instagram
ORD00906,2024-08-06,CUST0099,Failed,Shipped,Direct
ORD00907,2023-05-09,CUST0493,Paid,Shipped,Direct
ORD00908,2023-09-18,CUST0208,Paid,Shipped,Amazon Ads
ORD00909,2024-05-29,CUST0008,Paid,Shipped,Direct
ORD00910,2024-03-24,CUST0190,Paid,Shipped,Direct
ORD00911,2023-04-14,CUST0175,Paid,Shipped,Flipkart Ads
ORD00912,2024-04-27,CUST0273,Paid,Shipped,Amazon Ads
ORD00913,2023-08-12,CUST0017,Paid,Shipped,Flipkart Ads
ORD00914,2024-05-05,CUST0090,Paid,Shipped,Google Ads
ORD00915,2024-04-17,CUST0141,Paid,Shipped,Google Ads
ORD00916,2023-01-10,CUST0145,Paid,Shipped,Amazon Ads
ORD00917,2024-02-09,CUST0166,Paid,Shipped,Amazon Ads
ORD00918,2023-10-29,CUST0337,Paid,Shipped,Direct
ORD00919,2023-08-19,CUST0496,Paid,Shipped,Google Ads
ORD00920,2024-12-31,CUST0078,Pending,Shipped,Email
ORD00921,2023-03-07,CUST0429,Paid,Shipped,Instagram
ORD00922,2023-04-22,CUST0262,Paid,Shipped,Direct
ORD00923,2023-01-13,CUST0163,Paid,Shipped,Instagram
ORD00924,2024-01-28,CUST0366,Paid,Shipped,Google Ads
ORD00925,2024-05-14,CUST0014,Paid,Shipped,Instagram
ORD00926,2024-08-20,CUST0239,Paid,Shipped,Email
ORD00927,2023-08-22,CUST0072,Paid,Shipped,Email
ORD00928,2024-08-24,CUST0445,Paid,Shipped,Flipkart Ads
ORD00929,2023-11-10,CUST0143,Paid,Shipped,Amazon Ads
ORD00930,2024-07-19,CUST0310,Paid,Shipped,Instagram
ORD00931,2023-01-12,CUST0283,Paid,Shipped,Email
ORD00932,2023-07-28,CUST0269,Paid,Returned,Amazon Ads
ORD00933,2023-01-14,CUST0241,Failed,Shipped,Amazon Ads
ORD00934,2024-09-24,CUST0415,Paid,Shipped,Flipkart Ads
ORD00935,2024-02-22,CUST0245,Paid,Shipped,Amazon Ads
ORD00936,2024-03-12,CUST0163,Paid,Shipped,Amazon Ads
ORD00937,2024-01-12,CUST0060,Paid,Shipped,Direct
ORD00938,2023-01-20,CUST0006,Paid,Delivered,Google Ads
ORD00939,2024-08-09,CUST0197,Paid,Shipped,Flipkart Ads
ORD00940,2023-03-11,CUST0470,Paid,Shipped,Flipkart Ads
ORD00941,2023-07-30,CUST0058,Paid,Shipped,Instagram
ORD00942,2023-04-11,CUST0305,Paid,Shipped,Amazon Ads
ORD00943,2024-11-28,CUST0407,Paid,Shipped,Instagram
ORD00944,2023-05-12,CUST0217,Paid,Shipped,Direct
ORD00945,2024-09-14,CUST0418,Paid,Shipped,Email
ORD00946,2024-01-16,CUST0026,Paid,Shipped,Amazon Ads
ORD00947,2023-05-12,CUST0303,Paid,Shipped,Email
ORD00948,2023-01-20,CUST0005,Paid,Shipped,Google Ads
ORD00949,2024-06-19,CUST0474,Pending,Shipped,Direct
ORD00950,2023-08-15,CUST0020,Paid,Shipped,Amazon Ads
ORD00951,2023-06-03,CUST0390,Paid,Shipped,Instagram
ORD00952,2024-04-13,CUST0198,Paid,Shipped,Instagram
ORD00953,2024-02-09,CUST0059,Paid,Shipped,Amazon Ads
ORD00954,2023-07-21,CUST0448,Paid,Shipped,Instagram
ORD00955,2023-02-07,CUST0242,Paid,Shipped,Amazon Ads
ORD00956,2023-07-07,CUST0146,Paid,Shipped,Flipkart Ads
ORD00957,2023-02-26,CUST0388,Paid,Returned,Instagram
ORD00958,2023-01-20,CUST0273,Paid,Shipped,Amazon Ads
ORD00959,2023-09-30,CUST0249,Paid,Shipped,Amazon Ads
ORD00960,2023-04-29,CUST0014,Pending,Shipped,Instagram
ORD00961,2024-08-05,CUST0462,Paid,Shipped,Flipkart Ads
ORD00962,2024-05-30,CUST0013,Paid,Shipped,Instagram
ORD00963,2023-08-09,CUST0391,Paid,Delivered,Amazon Ads
ORD00964,2024-06-09,CUST0384,Paid,Shipped,Flipkart Ads
ORD00965,2024-05-29,CUST0044,Paid,Returned,Email
ORD00966,2024-12-28,CUST0375,Paid,Shipped,Google Ads
ORD00967,2023-12-02,CUST0399,Pending,Shipped,Instagram
ORD00968,2024-11-28,CUST0019,Paid,Shipped,Direct
ORD00969,2023-02-24,CUST0063,Paid,Shipped,Amazon Ads
ORD00970,2024-05-14,CUST0491,Paid,Shipped,Flipkart Ads
ORD00971,2024-06-19,CUST0239,Paid,Delivered,Flipkart Ads
ORD00972,2023-06-11,CUST0492,Paid,Shipped,Email
ORD00973,2024-10-31,CUST0419,Paid,Delivered,Instagram
ORD00974,2024-08-16,CUST0337,Paid,Shipped,Direct
ORD00975,2023-06-08,CUST0419,Paid,Delivered,Flipkart Ads
ORD00976,2023-07-07,CUST0403,Paid,Shipped,Email
ORD00977,2023-03-01,CUST0404,Failed,Shipped,Amazon Ads
ORD00978,2023-11-15,CUST0100,Paid,Shipped,Email
ORD00979,2023-07-30,CUST0163,Paid,Shipped,Instagram
ORD00980,2024-02-10,CUST0416,Paid,Shipped,Email
ORD00981,2024-10-25,CUST0122,Paid,Shipped,Flipkart Ads
ORD00982,2023-04-19,CUST0432,Paid,Shipped,Flipkart Ads
ORD00983,2023-03-17,CUST0044,Paid,Delivered,Google Ads
ORD00984,2024-06-25,CUST0360,Paid,Shipped,Email
ORD00985,2023-11-10,CUST0408,Paid,Shipped,Amazon Ads
ORD00986,2023-04-27,CUST0317,Paid,Shipped,Direct
ORD00987,2024-12-04,CUST0381,Paid,Delivered,Direct
ORD00988,2023-01-19,CUST0145,Paid,Shipped,Instagram
ORD00989,2024-03-07,CUST0327,Paid,Delivered,Google Ads
ORD00990,2024-11-15,CUST0363,Paid,Delivered,Email
ORD00991,2023-12-16,CUST0050,Pending,Delivered,Amazon Ads
ORD00992,2023-07-02,CUST0065,Paid,Delivered,Google Ads
ORD00993,2023-04-23,CUST0355,Paid,Shipped,Flipkart Ads
ORD00994,2023-07-02,CUST0288,Paid,Shipped,Instagram
ORD00995,2024-04-25,CUST0164,Paid,Shipped,Email
ORD00996,2023-05-26,CUST0141,Paid,Shipped,Direct
ORD00997,2024-09-19,CUST0454,Paid,Shipped,Amazon Ads
ORD00998,2023-04-23,CUST0314,Pending,Shipped,Flipkart Ads
ORD00999,2024-04-20,CUST0128,Paid,Shipped,Google Ads
ORD01000,2023-10-30,CUST0398,Paid,Shipped,Instagram
ORD01001,2023-04-28,CUST0421,Paid,Shipped,Google Ads
ORD01002,2023-06-10,CUST0368,Paid,Delivered,Direct
ORD01003,2024-02-05,CUST0463,Paid,Shipped,Google Ads
ORD01004,2023-07-17,CUST0239,Paid,Shipped,Amazon Ads
ORD01005,2023-09-17,CUST0324,Paid,Shipped,Flipkart Ads
ORD01006,2024-10-21,CUST0296,Paid,Shipped,Email
ORD01007,2023-02-16,CUST0187,Paid,Delivered,Amazon Ads
ORD01008,2024-02-03,CUST0208,Paid,Shipped,Direct
ORD01009,2024-12-10,CUST0220,Pending,Shipped,Instagram
ORD01010,2024-07-12,CUST0400,Paid,Shipped,Direct
ORD01011,2023-03-19,CUST0190,Paid,Shipped,Direct
ORD01012,2023-05-04,CUST0388,Paid,Shipped,Google Ads
ORD01013,2023-03-16,CUST0429,Paid,Shipped,Instagram
ORD01014,2023-05-17,CUST0346,Pending,Shipped,Amazon Ads
ORD01015,2024-08-24,CUST0284,Paid,Delivered,Direct
ORD01016,2024-02-04,CUST0352,Paid,Shipped,Amazon Ads
ORD01017,2024-05-19,CUST0237,Paid,Shipped,Email
ORD01018,2024-05-14,CUST0194,Paid,Shipped,Google Ads
ORD01019,2024-07-26,CUST0287,Paid,Shipped,Amazon Ads
ORD01020,2023-05-18,CUST0259,Paid,Shipped,Instagram
ORD01021,2023-02-19,CUST0246,Pending,Shipped,Direct
ORD01022,2024-09-10,CUST0136,Pending,Delivered,Email
ORD01023,2024-09-16,CUST0280,Paid,Shipped,Instagram
ORD01024,2023-09-11,CUST0271,Paid,Delivered,Google Ads
ORD01025,2024-09-21,CUST0171,Paid,Shipped,Email
ORD01026,2024-12-10,CUST0159,Paid,Returned,Email
ORD01027,2024-07-16,CUST0201,Paid,Shipped,Email
ORD01028,2024-03-01,CUST0487,Paid,Shipped,Direct
ORD01029,2024-06-30,CUST0045,Paid,Shipped,Flipkart Ads
ORD01030,2023-10-29,CUST0450,Paid,Delivered,Email
ORD01031,2024-08-03,CUST0264,Paid,Delivered,Instagram
ORD01032,2023-12-15,CUST0071,Pending,Shipped,Instagram
ORD01033,2023-02-18,CUST0364,Pending,Shipped,Google Ads
ORD01034,2023-03-15,CUST0371,Paid,Shipped,Amazon Ads
ORD01035,2024-12-04,CUST0103,Paid,Shipped,Amazon Ads
ORD01036,2023-09-18,CUST0490,Failed,Shipped,Flipkart Ads
ORD01037,2023-12-22,CUST0125,Paid,Delivered,Direct
ORD01038,2024-08-04,CUST0313,Paid,Shipped,Direct
ORD01039,2024-08-24,CUST0464,Paid,Shipped,Email
ORD01040,2023-09-17,CUST0483,Paid,Shipped,Flipkart Ads
ORD01041,2024-09-29,CUST0286,Paid,Shipped,Google Ads
ORD01042,2023-10-22,CUST0458,Paid,Shipped,Google Ads
ORD01043,2024-10-02,CUST0230,Paid,Shipped,Amazon Ads
ORD01044,2023-11-09,CUST0146,Paid,Shipped,Google Ads
ORD01045,2024-09-03,CUST0370,Failed,Shipped,Email
ORD01046,2023-07-01,CUST0197,Paid,Shipped,Instagram
ORD01047,2024-11-16,CUST0373,Paid,Shipped,Google Ads
ORD01048,2023-12-30,CUST0221,Paid,Shipped,Flipkart Ads
ORD01049,2023-07-07,CUST0423,Paid,Shipped,Email
ORD01050,2024-07-22,CUST0060,Paid,Returned,Google Ads
ORD01051,2024-06-26,CUST0098,Pending,Shipped,Direct
ORD01052,2024-08-18,CUST0171,Paid,Shipped,Google Ads
ORD01053,2024-10-25,CUST0382,Paid,Delivered,Direct
ORD01054,2024-07-01,CUST0173,Paid,Shipped,Email
ORD01055,2024-12-25,CUST0151,Paid,Shipped,Google Ads
ORD01056,2024-02-12,CUST0453,Paid,Delivered,Direct
ORD01057,2024-09-09,CUST0350,Failed,Returned,Instagram
ORD01058,2024-02-18,CUST0390,Paid,Shipped,Amazon Ads
ORD01059,2023-12-08,CUST0440,Paid,Shipped,Email
ORD01060,2023-08-08,CUST0122,Failed,Shipped,Direct
ORD01061,2023-06-12,CUST0494,Paid,Shipped,Flipkart Ads
ORD01062,2023-08-08,CUST0108,Paid,Shipped,Google Ads
ORD01063,2023-09-27,CUST0004,Paid,Shipped,Direct
ORD01064,2024-09-23,CUST0093,Paid,Delivered,Direct
ORD01065,2024-02-04,CUST0407,Paid,Shipped,Direct
ORD01066,2023-07-01,CUST0006,Paid,Shipped,Amazon Ads
ORD01067,2024-09-09,CUST0288,Paid,Shipped,Flipkart Ads
ORD01068,2024-12-29,CUST0106,Paid,Shipped,Flipkart Ads
ORD01069,2023-07-24,CUST0146,Paid,Shipped,Instagram
ORD01070,2024-08-04,CUST0271,Paid,Shipped,Amazon Ads
ORD01071,2024-07-09,CUST0424,Paid,Shipped,Direct
ORD01072,2023-08-16,CUST0378,Paid,Shipped,Email
ORD01073,2024-11-26,CUST0096,Paid,Returned,Amazon Ads
ORD01074,2024-09-10,CUST0457,Paid,Shipped,Amazon Ads
ORD01075,2024-08-18,CUST0229,Paid,Delivered,Flipkart Ads
ORD01076,2023-09-07,CUST0202,Paid,Shipped,Instagram
ORD01077,2024-03-16,CUST0212,Paid,Shipped,Instagram
ORD01078,2024-06-16,CUST0006,Paid,Shipped,Amazon Ads
ORD01079,2023-07-15,CUST0112,Paid,Shipped,Amazon Ads
ORD01080,2024-11-20,CUST0376,Paid,Shipped,Google Ads
ORD01081,2024-06-02,CUST0379,Paid,Shipped,Direct
ORD01082,2023-03-11,CUST0447,Pending,Shipped,Flipkart Ads
ORD01083,2024-09-30,CUST0323,Paid,Shipped,Direct
ORD01084,2024-02-03,CUST0106,Pending,Shipped,Email
ORD01085,2024-11-02,CUST0139,Paid,Shipped,Email
ORD01086,2023-07-22,CUST0299,Paid,Shipped,Instagram
ORD01087,2023-05-28,CUST0401,Paid,Shipped,Flipkart Ads
ORD01088,2024-04-16,CUST0096,Pending,Shipped,Direct
ORD01089,2024-10-16,CUST0388,Paid,Shipped,Instagram
ORD01090,2023-07-18,CUST0447,Paid,Shipped,Email
ORD01091,2024-03-01,CUST0452,Failed,Shipped,Amazon Ads
ORD01092,2024-10-27,CUST0337,Paid,Shipped,Flipkart Ads
ORD01093,2024-05-06,CUST0297,Paid,Shipped,Flipkart Ads
ORD01094,2023-05-22,CUST0467,Paid,Shipped,Direct
ORD01095,2023-11-09,CUST0389,Paid,Shipped,Google Ads
ORD01096,2023-06-14,CUST0416,Paid,Delivered,Direct
ORD01097,2023-11-10,CUST0214,Paid,Shipped,Amazon Ads
ORD01098,2023-01-21,CUST0454,Paid,Shipped,Amazon Ads
ORD01099,2023-03-23,CUST0291,Paid,Shipped,Instagram
ORD01100,2024-08-03,CUST0022,Pending,Shipped,Flipkart Ads
ORD01101,2023-05-11,CUST0193,Pending,Shipped,Instagram
ORD01102,2024-08-21,CUST0468,Paid,Shipped,Amazon Ads
ORD01103,2024-12-30,CUST0150,Paid,Shipped,Google Ads
ORD01104,2023-11-01,CUST0368,Paid,Shipped,Flipkart Ads
ORD01105,2024-01-06,CUST0247,Paid,Returned,Amazon Ads
ORD01106,2024-01-19,CUST0267,Paid,Shipped,Google Ads
ORD01107,2024-03-20,CUST0461,Paid,Shipped,Direct
ORD01108,2024-02-29,CUST0251,Paid,Shipped,Email
ORD01109,2023-06-10,CUST0490,Paid,Shipped,Amazon Ads
ORD01110,2023-06-27,CUST0003,Paid,Shipped,Email
ORD01111,2024-09-20,CUST0393,Paid,Shipped,Instagram
ORD01112,2024-12-08,CUST0316,Paid,Shipped,Email
ORD01113,2024-05-04,CUST0076,Paid,Delivered,Amazon Ads
ORD01114,2023-11-23,CUST0087,Paid,Shipped,Email
ORD01115,2024-08-20,CUST0270,Paid,Shipped,Flipkart Ads
ORD01116,2023-10-16,CUST0225,Paid,Shipped,Amazon Ads
ORD01117,2024-08-15,CUST0018,Paid,Shipped,Google Ads
ORD01118,2024-10-25,CUST0113,Paid,Shipped,Email
ORD01119,2024-07-26,CUST0251,Paid,Shipped,Flipkart Ads
ORD01120,2024-07-26,CUST0233,Paid,Delivered,Instagram
ORD01121,2023-12-20,CUST0329,Paid,Shipped,Instagram
ORD01122,2023-01-28,CUST0279,Pending,Shipped,Email
ORD01123,2023-02-12,CUST0202,Paid,Delivered,Instagram
ORD01124,2024-11-11,CUST0083,Paid,Shipped,Google Ads
ORD01125,2024-02-27,CUST0125,Paid,Shipped,Amazon Ads
ORD01126,2024-08-20,CUST0175,Paid,Shipped,Flipkart Ads
ORD01127,2023-06-26,CUST0069,Paid,Shipped,Direct
ORD01128,2024-06-12,CUST0047,Paid,Shipped,Email
ORD01129,2024-09-01,CUST0372,Paid,Shipped,Instagram
ORD01130,2024-05-08,CUST0256,Paid,Shipped,Amazon Ads
ORD01131,2023-07-17,CUST0215,Paid,Shipped,Direct
ORD01132,2024-09-01,CUST0030,Pending,Shipped,Google Ads
ORD01133,2024-07-30,CUST0281,Pending,Shipped,Instagram
ORD01134,2024-05-31,CUST0412,Paid,Delivered,Instagram
ORD01135,2024-05-28,CUST0482,Paid,Shipped,Flipkart Ads
ORD01136,2023-01-22,CUST0237,Paid,Delivered,Google Ads
ORD01137,2023-04-22,CUST0248,Paid,Shipped,Google Ads
ORD01138,2023-02-26,CUST0368,Paid,Shipped,Email
ORD01139,2023-03-07,CUST0495,Paid,Shipped,Direct
ORD01140,2023-04-08,CUST0025,Pending,Shipped,Flipkart Ads
ORD01141,2023-05-24,CUST0074,Pending,Shipped,Email
ORD01142,2024-03-10,CUST0206,Paid,Shipped,Flipkart Ads
ORD01143,2024-09-28,CUST0490,Paid,Shipped,Google Ads
ORD01144,2024-11-09,CUST0494,Paid,Shipped,Flipkart Ads
ORD01145,2023-03-27,CUST0314,Paid,Shipped,Flipkart Ads
ORD01146,2024-08-10,CUST0094,Paid,Shipped,Flipkart Ads
ORD01147,2023-12-10,CUST0375,Paid,Shipped,Amazon Ads
ORD01148,2023-10-21,CUST0127,Paid,Shipped,Amazon Ads
ORD01149,2024-07-24,CUST0425,Paid,Returned,Direct
ORD01150,2024-10-11,CUST0025,Paid,Shipped,Direct
ORD01151,2024-09-02,CUST0334,Paid,Shipped,Google Ads
ORD01152,2024-12-04,CUST0355,Paid,Shipped,Flipkart Ads
ORD01153,2023-08-31,CUST0116,Paid,Shipped,Google Ads
ORD01154,2024-07-14,CUST0048,Paid,Shipped,Amazon Ads
ORD01155,2023-02-01,CUST0226,Paid,Shipped,Flipkart Ads
ORD01156,2024-01-26,CUST0266,Paid,Shipped,Email
ORD01157,2023-10-04,CUST0099,Paid,Shipped,Amazon Ads
ORD01158,2024-06-15,CUST0459,Paid,Returned,Amazon Ads
ORD01159,2023-06-03,CUST0011,Paid,Delivered,Amazon Ads
ORD01160,2024-01-18,CUST0085,Paid,Shipped,Flipkart Ads
ORD01161,2023-03-09,CUST0405,Paid,Shipped,Direct
ORD01162,2023-08-02,CUST0214,Paid,Delivered,Instagram
ORD01163,2024-10-16,CUST0173,Paid,Returned,Email
ORD01164,2024-01-11,CUST0391,Paid,Shipped,Email
ORD01165,2023-08-01,CUST0209,Paid,Shipped,Google Ads
ORD01166,2023-03-20,CUST0448,Paid,Delivered,Flipkart Ads
ORD01167,2024-12-26,CUST0382,Paid,Shipped,Direct
ORD01168,2024-09-19,CUST0064,Paid,Shipped,Amazon Ads
ORD01169,2024-08-26,CUST0258,Paid,Shipped,Instagram
ORD01170,2024-01-16,CUST0332,Paid,Delivered,Flipkart Ads
ORD01171,2024-11-10,CUST0121,Pending,Delivered,Flipkart Ads
ORD01172,2023-02-27,CUST0298,Paid,Shipped,Direct
ORD01173,2023-01-26,CUST0466,Pending,Shipped,Instagram
ORD01174,2024-03-22,CUST0054,Pending,Shipped,Amazon Ads
ORD01175,2023-03-07,CUST0331,Paid,Delivered,Flipkart Ads
ORD01176,2023-09-11,CUST0272,Paid,Shipped,Email
ORD01177,2023-02-13,CUST0241,Paid,Delivered,Email
ORD01178,2023-04-07,CUST0243,Failed,Shipped,Instagram
ORD01179,2024-07-07,CUST0018,Paid,Delivered,Amazon Ads
ORD01180,2023-08-15,CUST0483,Paid,Shipped,Instagram
ORD01181,2024-11-09,CUST0187,Paid,Shipped,Flipkart Ads
ORD01182,2024-03-11,CUST0346,Paid,Shipped,Email
ORD01183,2024-08-23,CUST0144,Paid,Shipped,Google Ads
ORD01184,2024-01-14,CUST0262,Paid,Delivered,Instagram
ORD01185,2023-06-27,CUST0441,Paid,Shipped,Google Ads
ORD01186,2024-03-02,CUST0364,Paid,Shipped,Google Ads
ORD01187,2024-12-09,CUST0491,Paid,Shipped,Direct
ORD01188,2023-11-03,CUST0431,Paid,Delivered,Email
ORD01189,2024-05-18,CUST0239,Paid,Shipped,Instagram
ORD01190,2023-09-25,CUST0304,Paid,Shipped,Google Ads
ORD01191,2024-08-08,CUST0298,Paid,Shipped,Flipkart Ads
ORD01192,2023-01-08,CUST0076,Paid,Shipped,Direct
ORD01193,2024-05-22,CUST0188,Paid,Shipped,Amazon Ads
ORD01194,2024-04-20,CUST0333,Paid,Shipped,Direct
ORD01195,2023-10-24,CUST0388,Paid,Shipped,Amazon Ads
ORD01196,2023-06-13,CUST0487,Paid,Delivered,Email
ORD01197,2024-04-29,CUST0246,Paid,Delivered,Instagram
ORD01198,2024-08-19,CUST0130,Paid,Shipped,Instagram
ORD01199,2023-03-13,CUST0474,Paid,Shipped,Amazon Ads
ORD01200,2024-07-20,CUST0315,Paid,Shipped,Flipkart Ads
ORD01201,2024-07-12,CUST0411,Paid,Shipped,Amazon Ads
ORD01202,2023-08-26,CUST0283,Paid,Shipped,Amazon Ads
ORD01203,2023-04-14,CUST0079,Pending,Delivered,Instagram
ORD01204,2023-07-29,CUST0072,Pending,Shipped,Google Ads
ORD01205,2024-07-07,CUST0263,Paid,Shipped,Flipkart Ads
ORD01206,2024-04-12,CUST0191,Paid,Delivered,Instagram
ORD01207,2024-03-29,CUST0367,Paid,Delivered,Direct
ORD01208,2023-09-25,CUST0375,Paid,Shipped,Amazon Ads
ORD01209,2024-01-21,CUST0430,Paid,Shipped,Google Ads
ORD01210,2024-01-22,CUST0063,Paid,Shipped,Flipkart Ads
ORD01211,2023-09-16,CUST0488,Paid,Shipped,Email
ORD01212,2023-10-10,CUST0380,Paid,Shipped,Flipkart Ads
ORD01213,2024-09-17,CUST0012,Paid,Shipped,Flipkart Ads
ORD01214,2023-02-09,CUST0141,Paid,Shipped,Amazon Ads
ORD01215,2024-04-30,CUST0254,Paid,Delivered,Amazon Ads
ORD01216,2023-08-08,CUST0043,Paid,Shipped,Email
ORD01217,2023-05-09,CUST0017,Paid,Shipped,Email
ORD01218,2024-06-03,CUST0063,Paid,Shipped,Email
ORD01219,2024-09-04,CUST0253,Paid,Shipped,Instagram
ORD01220,2024-11-18,CUST0465,Paid,Shipped,Instagram
ORD01221,2024-09-10,CUST0376,Paid,Delivered,Amazon Ads
ORD01222,2024-09-04,CUST0292,Paid,Shipped,Amazon Ads
ORD01223,2023-09-17,CUST0469,Paid,Shipped,Email
ORD01224,2024-01-01,CUST0008,Pending,Shipped,Instagram
ORD01225,2024-06-27,CUST0325,Paid,Shipped,Google Ads
ORD01226,2024-10-10,CUST0090,Paid,Shipped,Instagram
ORD01227,2024-06-07,CUST0208,Paid,Shipped,Amazon Ads
ORD01228,2023-01-16,CUST0292,Paid,Shipped,Instagram
ORD01229,2023-05-09,CUST0284,Paid,Shipped,Amazon Ads
ORD01230,2024-07-28,CUST0118,Paid,Shipped,Email
ORD01231,2023-04-19,CUST0349,Paid,Shipped,Email
ORD01232,2024-06-16,CUST0175,Paid,Delivered,Email
ORD01233,2024-10-31,CUST0076,Paid,Returned,Google Ads
ORD01234,2023-09-26,CUST0101,Paid,Delivered,Google Ads
ORD01235,2023-06-11,CUST0414,Paid,Shipped,Amazon Ads
ORD01236,2023-09-17,CUST0151,Paid,Shipped,Flipkart Ads
ORD01237,2023-04-12,CUST0400,Paid,Shipped,Direct
ORD01238,2024-05-20,CUST0270,Paid,Delivered,Google Ads
